STATE,CITY,NAME,IG,SAT,SUN,OTA,CREATED,LAT,LON,WEBSITE,ADDRESS
NYC,Brooklyn,Brooklyn Brazilian Jiu-Jitsu - Bay Parkway,brooklynbjj,,,,,,,https://brooklynbjj.com/bbjj-bay-parkway
NYC,Brooklyn,Brooklyn Brazilian Jiu-Jitsu - Clinton Hill,brooklynbjj,,,,,,,https://brooklynbjj.com/bbjj-clinton-hill
NYC,Brooklyn,Brooklyn Brazilian Jiu-Jitsu - Cobble Hill,brooklynbjj,,,,,,,https://brooklynbjj.com/bbjj-cobble-hill
NYC,Brooklyn,Kings Combat Williamsburg,kingscombatwillyb,,,,,,,https://kingscombatwillyb.com/
NYC,Brooklyn,Chop & Chops MMA,chopandchopsmma,,,,,,,https://www.chopandchopsmma.com/
NYC,Brooklyn,Darfight Martial Arts,teamdarfight,,,,,,,https://darfight.com/
NYC,Brooklyn,Deadweight Martial Arts,deadweightmma,,,,,,,https://www.deadweightbjj.com/
NYC,Brooklyn,Renzo Gracie Brooklyn,renzograciebrooklyn,,,,,,,https://renzograciebrooklynnyc.com/
NYC,Brooklyn,The Dojo NYC,thedojonyc,,,,,,,https://www.thedojonyc.com/
NYC,Brooklyn,The Grappling Club,thegrapplingclubnyc,,,,,,,https://www.thegrapplingclubnyc.com/
NYC,Brooklyn,Bancho MMA,banchomma,,,,,,,
NYC,Brooklyn,Park Slope Academy of Brazilian Jiu-Jitsu,psa_bjj,,,,,,,https://www.psabjj.com/
NYC,Brooklyn,JMA BKNY / Caio Terra BJJ,,,,,,,,https://jmabkny.com/
NYC,Brooklyn,Glory Martial Arts Center,glorymartialartscenter,,,,,,,https://glorymacenter.com/
NYC,Brooklyn,Pillar Jiu Jitsu,pillarjiujitsu,,,,,,,https://pillarjiujitsu.com/
NYC,Brooklyn,Williamsburg MMA,williamsburgmma,,,,,,,https://www.williamsburgmma.com/
NYC,Brooklyn,Renzo Gracie Bay Ridge,renzograciebayridge,,,,,,,https://www.renzograciebayridge.com/
NYC,Brooklyn,Brooklyn Martial Arts,brooklyn_martial_arts,,,,,,,https://brooklynmartialarts.com/
NYC,Brooklyn,The 47 BJJ Coop,the47bjjcoop,,,,,,,https://www.47bjjcoop.com/
NYC,Brooklyn,Daruma Martial Arts,darumamartialarts,,,,,,,https://www.darumamartialarts.com/
NYC,Brooklyn,Gregor Gracie Jiu-Jitsu,gregorgraciejiujitsu,,,,,,,https://www.gregorgracie.com/
NYC,Brooklyn,Zero Gravity BJJ Academy,zerogbjj,,,,,,,https://zerogbjj.com/
NYC,Brooklyn,Lions Fight Brighton,lions_fight,,,,,,,https://lionsfight.com/
NYC,Brooklyn,South Brooklyn BJJ / DarFight BJJ,zhenyasakirski,,,,,,,https://www.southbrooklynbjj.com/
NYC,Brooklyn,Brooklyn Mixed Martial Arts,brooklynmmaofficial2008,,,,,,,https://www.brooklynmixedmartialarts.com/,"2418 Ralph Ave, Brooklyn, NY 11234, USA"
NYC,Brooklyn,Vagabond Jiu Jitsu,vagabondbjjbrooklyn,,,,,,,https://www.vagabondbjjbrooklyn.com/
NYC,Brooklyn,DiamondHeart / Physical Culture Collective,,,,,,,,https://diamondheartnyc.com/
NYC,Brooklyn,Tiger Schulmann’s - Bay Ridge,bayridgetsmma,,,,,,,https://tsk.com/locations/ny/brooklyn-bay-ridge/
NYC,Brooklyn,Tiger Schulmann’s - Greenpoint,,,,,,,,https://tsk.com/locations/
NYC,Brooklyn,Tiger Schulmann’s - Carroll Gardens,tsmacarrollgardens,,,,,,,https://tsk.com/locations/ny/carroll-gardens/
NYC,Brooklyn,Canarsie Community Dojo,,,,,,,,https://canarsiedojo.com/
NYC,Astoria,Queens Jiu Jitsu,queensjiujitsu,,,,,,,https://queensjiujitsu.com/
NYC,Flushing,Lotus Club Brazilian Jiu Jitsu Flushing,andylotusbjj,,,,,,,https://www.flushingjiujitsu.com/
NYC,Astoria,Enigma Brazilian Jiu Jitsu,enigmajiujitsu,,,,,,,https://enigma-bjj.com/
NYC,Forest Hills,Kings Combat Forest Hills,kingscombatforesthills,,,,,,,https://kingscombatforesthills.com/
NYC,Forest Hills,Una Brazilian Jiu Jitsu,unabjj,,,,,,,https://www.unabjj.com/
NYC,Flushing,Peak Performance / Caio Terra Academy Queens,peak_fitness_nyc,,,,,,,https://peakfitnessny.com/
NYC,Whitestone,East Coast United Queens Academy of BJJ,eastcoastunitedbjj,,,,,,,https://www.ecubjj.com/
NYC,Long Island City,Marlon Colorado BJJ NYC & Judo Academy,,,,,,,,https://www.marloncoloradobjjnyc.com/
NYC,Long Island City,City JiuJitsu Academy,,,,,,,,https://cityjiujitsuacademy.com/
NYC,Rockaway Park,Clockwork Jiu Jitsu Rockaway Chapter,clockworkbjj,,,,,,,https://www.clockworkbjj.com/
NYC,Bayside,Renzo Gracie Bayside,renzograciebayside,,,,,,,https://renzograciebayside.com/
NYC,Rego Park,Kings Combat Fitness,kingscombatfitness,,,,,,,https://kingscombatfitness.com/
NYC,Kew Gardens,Royal Jiu-Jitsu Queens,,,,,,,,https://www.royaljiujitsuqueens.com/
NYC,Astoria,Renzo Gracie Queens,renzograciequeens,,,,,,,https://www.renzograciequeens.com/
NYC,Whitestone,Renzo Gracie Whitestone,,,,,,,,https://www.renzogracie-whitestone.com/
NYC,Jackson Heights,AT Jiu-Jitsu NYC,jiujitsunyc,,,,,,,https://www.atjiujitsunyc.com/
NYC,Long Island City,Team Jucao LIC Jiu Jitsu,,,,,,,,https://www.bjjlic.com/
NYC,Ridgewood,The Jiu Jitsu Lounge,thejiujitsulounge,,,,,,,https://www.thejiujitsulounge.com/
NYC,Ridgewood,5 Boro FightHaus,5borofh,,,,,,,https://5bfh.com/
NYC,Astoria,Lifestyle BJJ/MMA,lifestyle_bjj_academy_nyc,,,,,,,https://www.lifestylebjj.com/
NYC,Astoria,Tiger Schulmann’s - Astoria,,,,,,,,https://tsk.com/locations/ny/queens-astoria/
NYC,Rego Park,Tiger Schulmann’s - Rego Park,,,,,,,,https://tsk.com/locations/ny/queens-rego-park/
NYC,Glendale,Tiger Schulmann’s - Glendale,,,,,,,,https://tsk.com/locations/ny/queens-glendale/
NYC,Glendale,Tiger Schulmann’s - Middle Village,,,,,,,,https://tsk.com/locations/ny/queens-middle-village/
NYC,Bayside,Tiger Schulmann’s - Bayside,,,,,,,,https://tsk.com/locations/ny/queens-bayside/
NYC,East Elmhurst,Tiger Schulmann’s - Jackson Heights,,,,,,,,https://tsk.com/locations/ny/queens-jackson-heights/
NYC,Bellerose,Tiger Schulmann’s - Bellerose,,,,,,,,https://tsk.com/locations/ny/bellerose/
NYC,Bronx,Gracie Jiu-Jitsu NY / Mike Casey Academy,,,,,,,,https://gracieny.com/
NYC,Bronx,Kaizen Brazilian Jiu-Jitsu,kaizenbjj,,,,,,,https://www.kaizen-jiujitsu.com/
NYC,Bronx,Team Prospect Martial Arts,teamprospectma,,,,,,,https://teamprospectma.com/
NYC,Bronx,Bronx Martial Arts Academy,bxmartialarts,,,,,,,https://www.bronxmartialarts.com/
NYC,Bronx,Bronx Jiu-Jitsu,bronxjiujitsu,,,,,,,https://bronxjiujitsu.com/
NYC,Bronx,Renzo Gracie Riverdale,,,,,,,,http://www.renzogracieriverdale.com/
NYC,Bronx,Jungle Gym Martial Arts,junglegymbronx,,,,,,,https://junglegymbronx.com/
NYC,Bronx,Bronx Combat Club / Factory,bronxcombatfactory,,,,,,,https://bronxcombatfactory.nyc/
NYC,Bronx,Bronx Combat Factory - Striker’s Paradise,strikersparadise_bx,,,,,,,https://bronxcombatfactory.nyc/
NYC,Bronx,East Coast United BJJ & MMA Bronx,eastcoastunitedbjj,,,,,,,https://bronxbjj.wordpress.com/
NYC,Staten Island,Renzo Gracie Staten Island,renzograciesinybjj,,,,,,,https://sinybjj.com/
NYC,Staten Island,Codella Brazilian Jiu Jitsu Academy,codellaacademy,,,,,,,https://codellaacademy.com/
NYC,Staten Island,Staten Island Brazilian Jiu-Jitsu / MMA,si_bjjmma,,,,,,,https://sibjjmma.com/
NYC,Staten Island,Dento Teki Na Judo & Jujitsu Dojo,,,,,,,,https://dtnjjd.com/
NYC,Staten Island,Tiger Schulmann’s - Staten Island / Tottenville,tsmmatottenville,,,,,,,https://tsk.com/locations/ny/staten-island-tottenville/
Long Island,Great Neck,A-Force Brazilian Jiu Jitsu - Great Neck,aforcebjj,,,,,,,https://www.aforcebjj.com/
Long Island,Port Washington,A-Force Brazilian Jiu Jitsu - Port Washington,aforcebjj,,,,,,,https://www.aforcebjj.com/
Long Island,Manhasset,A-Force Brazilian Jiu Jitsu - Manhasset,aforcebjj,,,,,,,https://www.aforcebjj.com/
Long Island,Roslyn,A-Force Brazilian Jiu Jitsu - Roslyn,aforcebjj,,,,,,,https://www.aforcebjj.com/
Long Island,Rockville Centre,A-Force Brazilian Jiu Jitsu - Rockville Centre,aforcebjj,,,,,,,https://www.aforcebjj.com/
Long Island,Syosset,A-Force Brazilian Jiu Jitsu - Syosset,aforcebjj,,,,,,,https://www.aforcebjj.com/
Long Island,New Hyde Park,Gracie Barra Long Island,graciebarralongisland,,,,,,,https://gblongisland.com/
Long Island,Mineola,Royal Jiu Jitsu Academy,,,,,,,,https://www.royaljiujitsuacademy.com/
Long Island,Levittown,Serra BJJ Academy - Levittown,serrabjjacademy,,,,,,,https://serrabjjacademy.com/
Long Island,Wantagh,Soca BJJ Academy - Wantagh,socabjj,,,,,,,https://socabjj.com/wantagh/
Long Island,Glen Cove,Soca BJJ Academy - Glen Cove,socabjjglencove,,,,,,,https://socabjjglencove.com/
Long Island,Garden City,Ray Longo’s MMA / Longo-Weidman MMA,longosmma,,,,,,,https://www.longosmma.com/
Long Island,Malverne,Monarch Jiu-Jitsu Academy,monarch_jjacademy,,,,,,,https://monarchjiujitsuacademy.com/
Long Island,Oceanside,ECF Gym,ecfmmagym,,,,,,,https://ecfmmagym.com/
Long Island,Huntington,A-Force Brazilian Jiu Jitsu - Huntington,aforcebjj,,,,,,,https://www.aforcebjj.com/
Long Island,East Northport,A-Force Brazilian Jiu Jitsu - East Northport,aforcebjj,,,,,,,https://www.aforcebjj.com/
Long Island,Huntington,Serra BJJ Academy - Huntington,serrabjjacademy,,,,,,,https://serrabjjacademy.com/
Long Island,Amityville,Heavyweight Jiu-Jitsu Academy,heavyweightbjj__academy_,,,,,,,https://heavyweightjiujitsu.com/
Long Island,Lindenhurst,Korfhage BJJ / Caio Terra Academy Long Island,korfhagebjj_cta_long_island,,,,,,,https://korfhagebjj.com/
Long Island,Hauppauge,10th Planet Long Island,10plongisland,,,,,,,https://10plongisland.com/
Long Island,Lake Grove,Vanguard Academy Jiu-Jitsu - Lake Grove,vanguardacademyjj,,,,,,,https://vanguardjj.com/
Long Island,Commack,Vanguard Academy Jiu-Jitsu - Commack,vanguardacademyjj,,,,,,,https://vanguardjj.com/
Long Island,Oakdale,Kioto Brazilian Jiu Jitsu South Shore,kiotobjj,,,,,,,https://kiotobjj.com/
Long Island,Islip Terrace,Maxum BJJ,maxumbjj,,,,,,,https://www.maxumbjj.com/
Long Island,Patchogue,Peak Jiu-Jitsu,jtsatava,,,,,,,https://www.peakjj.com/
Long Island,Patchogue,Freedom Jiu Jitsu,freedomjiujitsu,,,,,,,https://freedomjiujitsu.com/
Long Island,Yaphank,Breathe Jiu-Jitsu,breathejiujitsu,,,,,,,https://www.breathejiujitsu.com/
Long Island,Lindenhurst,Sucker Free Jiu Jitsu,suckerfreejiujitsu,,,,,,,https://suckerfreejiujitsu.com/
Long Island,Miller Place,United Studios PMA,unitedstudiospma,,,,,,,https://www.tryuskarate.com/
Long Island,Huntington Station,ROK Jiu Jitsu,rok_bjj,,,,,,,https://rokbjj.com/
